Country,EventId,City,Date,Time,fir_filled_against_report,fir_number,Postal_zipcode,Latitude,Longitude,Street_name,assaliants,ocassion,target,witnesses,Injured,casualties,description,weapon_use,shooting,crime_type,Hour,Year,Month,Day
Pakistan,ISB-5846,Lahore,2/2/2016,7:43 AM,Yes,2533,54700,33.7126477,73.0715178,"G-7/3, Islamabad, Pakistan",6,Public Holiday,Govt Agency,7,3,9,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,Yes,Hit and Run,7,2016,2,Tues
Pakistan,ISB-2127,Lahore,3/31/2016,12:35 AM,Yes,77757,54000,33.7284867,73.0684644,"Street 26, Islamabad, Pakistan",1,Public Holiday,Govt Agency,4,2,9,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",No,Yes,Attempted Murder,0,2016,3,Thurs
Pakistan,ISB-5343,Lahore,5/2/2014,12:21 AM,Yes,3196,54880,33.6498303,73.0301968,"I-10/2, Islamabad, Pakistan",4,Public Holiday,Govt Agency,1,5,9,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,No,Yes,Assualt,0,2014,5,Fri
Pakistan,ISB-3590,Lahore,1/23/2013,10:50 AM,Yes,97611,54000,33.642537,72.990474,"Bolan Road, National University of Sciences & Technology, Islamabad, Pakistan",5,Public Holiday,Govt Agency,2,9,5,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Yes,Yes,Attempted Murder,10,2013,1,Wed
Pakistan,ISB-5516,Lahore,10/28/2012,4:30 AM,No,NA,54000,33.6899882,73.117995,"Rawal Dam Colony, Islamabad, Pakistan",4,Public Holiday,Govt Agency,2,1,5,Fusce consequat. Nulla nisl. Nunc nisl.,No,Yes,Snatching,4,2012,10,Sun
Pakistan,ISB-3807,Lahore,9/2/2016,9:12 PM,Yes,11672,54880,33.6842502,73.1183192,"Rawal Town Market Road, Islamabad, Pakistan",3,Public Holiday,Govt Agency,5,1,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",No,Yes,Attempted Murder,21,2016,9,Fri
Pakistan,ISB-2565,Lahore,12/8/2013,4:48 PM,Yes,31670,54000,33.6461002,73.0394759,"G 94, Islamabad, Pakistan",10,Public Holiday,Govt Agency,9,2,2,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",No,Yes,Attempted Murder,16,2013,12,Sun
Pakistan,ISB-7301,Lahore,7/23/2015,4:13 AM,Yes,11960,54880,33.6934494,73.0384446,"Street 74, Islamabad, Pakistan",8,Public Holiday,Govt Agency,9,9,2,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Assualt,4,2015,7,Thurs
Pakistan,ISB-7597,Lahore,1/21/2012,7:10 AM,Yes,85962,54700,29.8645205,-81.3231325,"1 Street # 1, Islamabad 54000, Pakistan",6,Public Holiday,Govt Agency,1,6,6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,No,Assualt,7,2012,1,Sat
Pakistan,ISB-5602,Lahore,4/20/2016,11:31 AM,Yes,19202,54700,33.6858379,73.1175008,"Street Number 1, Islamabad, Pakistan",7,Public Holiday,Govt Agency,4,9,6,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Yes,Yes,Assualt,11,2016,4,Wed
Pakistan,ISB-8685,Lahore,2/16/2013,10:03 PM,Yes,68440,54700,33.7179693,73.060001,"Street 37, Islamabad, Pakistan",4,Public Holiday,Govt Agency,6,10,10,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,Yes,Assualt,22,2013,2,Sat
Pakistan,ISB-9631,Lahore,6/26/2015,3:21 AM,Yes,95454,54700,33.6388719,73.0198654,"I-11, Islamabad, Pakistan",7,Public Holiday,Govt Agency,5,4,9,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Yes,No,Hit and Run,3,2015,6,Fri
Pakistan,ISB-7260,Lahore,6/11/2016,3:31 PM,Yes,79690,54700,33.7001704,72.9829639,"NPF, Islamabad, Pakistan",3,Public Holiday,Govt Agency,6,5,4,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Attempted Murder,15,2016,6,Sat
Pakistan,ISB-7548,Lahore,12/16/2016,8:43 AM,Yes,30358,54880,33.708912,73.0449551,"F-8/4, Islamabad, Pakistan",4,Public Holiday,Govt Agency,4,1,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Assualt,8,2016,12,Fri
Pakistan,ISB-6832,Lahore,8/23/2012,8:43 AM,No,NA,54700,33.656034,73.0665546,"Street 41, Islamabad, Pakistan",6,Public Holiday,Govt Agency,6,4,4,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Yes,Yes,Assualt,8,2012,8,Thurs
Pakistan,ISB-9679,Lahore,3/31/2013,2:51 AM,No,NA,54000,33.7245492,73.0675435,"Justice Abdul Rasheed Road, Islamabad 54000, Pakistan",2,Public Holiday,Govt Agency,1,3,8,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",No,Yes,Assualt,2,2013,3,Sun
Pakistan,ISB-6673,Lahore,2/9/2012,8:42 AM,Yes,90294,54700,33.6882418,73.0383256,"Street 65, Islamabad, Pakistan",5,Public Holiday,Govt Agency,1,9,8,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Yes,No,Snatching,8,2012,2,Thurs
Pakistan,ISB-6206,Lahore,1/6/2015,11:14 AM,Yes,92763,54880,33.6052998,72.9810405,"Bhatta Road, Islamabad, Pakistan",6,Public Holiday,Govt Agency,2,9,7,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,No,No,Assualt,11,2015,1,Tues
Pakistan,ISB-6997,Lahore,5/16/2014,4:25 PM,Yes,55732,54880,33.6586028,73.0601334,"I-9/4 Bank Stop, Street 46, Islamabad, Pakistan",10,Public Holiday,Govt Agency,6,7,10,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",No,Yes,Attempted Murder,16,2014,5,Fri
Pakistan,ISB-7868,Lahore,11/28/2015,2:30 PM,Yes,43474,54700,33.6878189,73.0317918,"Miraj Hotel Road, Islamabad, Pakistan",8,Public Holiday,Govt Agency,9,5,3,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,No,Yes,Attempted Murder,14,2015,11,Sat
Pakistan,ISB-7827,Lahore,9/15/2012,4:42 PM,No,NA,54000,33.7020163,73.0538097,"G-8/3, Islamabad, Pakistan",5,Public Holiday,Govt Agency,7,8,4,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Yes,Yes,Attempted Murder,16,2012,9,Sat
Pakistan,ISB-5156,Lahore,4/20/2017,12:41 PM,Yes,6631,54700,33.6334408,73.0198654,"I-11/1, Islamabad, Pakistan",1,Public Holiday,Govt Agency,8,3,7,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Yes,Yes,Snatching,12,2017,4,Thurs
Pakistan,ISB-2125,Lahore,3/14/2013,8:22 PM,Yes,19738,54700,33.6742853,72.999623,"Street 91, Islamabad, Pakistan",8,Public Holiday,Govt Agency,2,3,4,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,No,Attempted Murder,20,2013,3,Thurs
Pakistan,ISB-1193,Lahore,8/1/2015,3:25 PM,Yes,33807,54880,33.7351857,73.0774202,"F-6/3, Islamabad, Pakistan",2,Public Holiday,Govt Agency,5,5,10,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,No,Snatching,15,2015,8,Sat
Pakistan,ISB-9826,Lahore,3/19/2015,6:30 AM,Yes,6955,54880,33.7352166,73.0525053,"Pir Sohawa Road, Islamabad, Pakistan",6,Public Holiday,Govt Agency,2,5,6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Yes,Yes,Assualt,6,2015,3,Thurs
Pakistan,ISB-3848,Lahore,7/28/2014,11:18 AM,Yes,3950,54880,33.6559507,73.1402104,"Street 8, Islamabad 45400, Pakistan",2,Public Holiday,Govt Agency,5,9,8,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",No,Yes,Assualt,11,2014,7,Mon
Pakistan,ISB-1314,Lahore,12/12/2016,7:09 PM,Yes,51070,54700,33.6247909,72.9715133,"Golra Mor Bus Stop, Islamabad, Pakistan",9,Public Holiday,Govt Agency,9,7,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yes,Yes,Homocide,19,2016,12,Mon
Pakistan,ISB-5094,Lahore,5/4/2016,10:26 AM,Yes,38130,54700,33.7087683,73.0393725,"Johar Road, Islamabad, Pakistan",7,Public Holiday,Govt Agency,1,2,7,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Yes,No,Kidnapping,10,2016,5,Wed
Pakistan,ISB-3390,Lahore,3/31/2016,11:57 AM,No,NA,54880,33.6435848,72.9846331,"Innovation Drive, Islamabad, Pakistan",3,Public Holiday,Govt Agency,1,7,6,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yes,Yes,Snatching,11,2016,3,Thurs
Pakistan,ISB-5424,Lahore,6/28/2012,10:50 AM,Yes,60325,54700,33.6571112,73.0626639,"I-9/4, Islamabad, Pakistan",7,Public Holiday,Govt Agency,10,4,10,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,No,Yes,Assualt,10,2012,6,Thurs
Pakistan,ISB-8000,Lahore,12/30/2014,4:23 PM,Yes,55156,54700,33.6785671,73.0613935,"H-8/1, Islamabad, Pakistan",3,Public Holiday,Govt Agency,9,9,9,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Yes,Yes,Hit and Run,16,2014,12,Tues
Pakistan,ISB-8643,Lahore,12/13/2015,6:08 AM,Yes,41739,54880,33.7291046,73.0520225,"36A street 5, Islamabad, Pakistan",1,Public Holiday,Govt Agency,8,3,8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Assualt,6,2015,12,Sun
Pakistan,ISB-4068,Lahore,7/1/2012,5:32 PM,Yes,42800,54880,33.6834717,72.9800115,"F-11/2, Islamabad, Pakistan",10,Public Holiday,Govt Agency,2,10,3,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Yes,Yes,Assualt,17,2012,7,Sun
Pakistan,ISB-2301,Lahore,11/29/2012,3:53 AM,Yes,33202,54880,33.7169396,73.0851668,"Municipal Road, Melody Market, Islamabad, Pakistan",3,Public Holiday,Govt Agency,1,10,3,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,No,Attempted Murder,3,2012,11,Thurs
Pakistan,ISB-2254,Lahore,1/16/2014,6:44 PM,No,NA,54000,33.734555,73.1327997,"3rd Avenue, Islamabad, Pakistan",1,Public Holiday,Govt Agency,3,6,6,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,No,Attempted Murder,18,2014,1,Thurs
Pakistan,ISB-6623,Lahore,10/20/2014,4:03 PM,Yes,74063,54700,33.6582121,73.0391505,"Service Road North, Islamabad, Pakistan",1,Public Holiday,Govt Agency,6,7,3,In congue. Etiam justo. Etiam pretium iaculis justo.,Yes,Yes,Attempted Murder,16,2014,10,Mon
Pakistan,ISB-6411,Lahore,11/1/2014,1:52 AM,Yes,18573,54000,33.731228,73.0685665,"F-6/2, Islamabad, Pakistan",6,Public Holiday,Govt Agency,2,1,10,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,No,Attempted Murder,1,2014,11,Sat
Pakistan,ISB-2897,Lahore,1/23/2016,10:17 AM,Yes,47479,54700,33.6967976,73.0570136,"Street 29, Islamabad, Pakistan",10,Public Holiday,Govt Agency,3,2,10,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,No,Assualt,10,2016,1,Sat
Pakistan,ISB-7922,Lahore,12/3/2012,6:47 AM,No,NA,54880,33.643391,72.9598482,"St 94, Islamabad, Pakistan",5,Public Holiday,Govt Agency,5,1,7,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Attempted Murder,6,2012,12,Mon
Pakistan,ISB-8714,Lahore,3/26/2012,4:28 PM,Yes,66347,54000,33.7250535,73.0652082,"Parbat Road, Islamabad, Pakistan",4,Public Holiday,Govt Agency,7,7,7,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,No,Assualt,16,2012,3,Mon
Pakistan,ISB-2730,Lahore,6/29/2016,1:03 PM,Yes,54906,54700,33.6967976,73.0570136,"Street 29, Islamabad, Pakistan",8,Public Holiday,Govt Agency,4,3,10,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Yes,Yes,Attempted Murder,13,2016,6,Wed
Pakistan,ISB-7702,Lahore,9/24/2016,12:11 AM,No,NA,54880,33.7027163,73.0758058,"Street Number 39, Islamabad, Pakistan",7,Public Holiday,Govt Agency,2,9,1,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,No,Yes,Assualt,0,2016,9,Sat
Pakistan,ISB-3630,Lahore,11/10/2012,1:28 AM,Yes,3724,54000,33.7144401,73.0661686,"Block G, Islamabad, Pakistan",4,Public Holiday,Govt Agency,3,3,6,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",No,No,Attempted Murder,1,2012,11,Sat
Pakistan,ISB-3071,Lahore,9/13/2014,4:44 AM,Yes,82813,54700,33.7143756,73.0395248,"Kohistan Road, Islamabad, Pakistan",8,Public Holiday,Govt Agency,9,4,2,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Yes,Yes,Assualt,4,2014,9,Sat
Pakistan,ISB-8730,Lahore,1/3/2013,4:09 AM,Yes,50157,54700,33.6646183,72.9986342,"Street 156, Islamabad, Pakistan",8,Public Holiday,Govt Agency,1,9,3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Yes,No,Attempted Murder,4,2013,1,Thurs
Pakistan,ISB-9321,Lahore,1/3/2016,6:02 PM,No,NA,54700,33.6711485,73.07078,"I-8/3, Islamabad, Pakistan",10,Public Holiday,Govt Agency,10,8,9,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",No,No,Assualt,18,2016,1,Sun
Pakistan,ISB-7084,Lahore,3/17/2013,4:08 AM,No,NA,54700,33.7206654,73.0788687,"Service Road, Islamabad, Pakistan",1,Public Holiday,Govt Agency,7,10,5,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Attempted Murder,4,2013,3,Sun
Pakistan,ISB-1684,Lahore,10/20/2012,4:22 PM,No,NA,54880,33.7102288,73.063071,"G 17, Islamabad, Pakistan",2,Public Holiday,Govt Agency,9,3,5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Yes,No,Assualt,16,2012,10,Sat
Pakistan,ISB-3781,Lahore,2/9/2015,10:03 AM,Yes,2767,54880,33.6742853,72.999623,"Street 91, Islamabad, Pakistan",6,Public Holiday,Govt Agency,4,5,7,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Yes,No,Assualt,10,2015,2,Mon
Pakistan,ISB-6176,Lahore,9/6/2013,6:37 PM,Yes,71263,54880,33.6944372,73.0119187,"House No 7 Street 57, Islamabad, Pakistan",1,Public Holiday,Govt Agency,5,1,1,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,Yes,Assualt,18,2013,9,Fri
Pakistan,ISB-1892,Lahore,11/16/2012,1:40 AM,Yes,37852,54880,33.7115769,73.0397898,"F-8 Markaz, Islamabad, Pakistan",1,Public Holiday,Govt Agency,5,5,3,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,Yes,Snatching,1,2012,11,Fri
Pakistan,ISB-5360,Lahore,1/19/2016,10:37 AM,Yes,75304,54880,33.6670504,73.0122511,"Service Road South, Islamabad, Pakistan",6,Public Holiday,Govt Agency,6,2,1,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Yes,No,Assualt,10,2016,1,Tues
Pakistan,ISB-3433,Lahore,8/22/2014,7:59 PM,No,NA,54700,33.6642867,72.9789323,"Dhok Abdullah Road, Islamabad, Pakistan",2,Public Holiday,Govt Agency,9,1,4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Yes,Yes,Assualt,19,2014,8,Fri
Pakistan,ISB-5087,Lahore,1/15/2017,4:02 PM,No,NA,54700,33.7277802,73.0729934,"F-6, Islamabad, Pakistan",1,Public Holiday,Govt Agency,5,10,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Yes,No,Snatching,16,2017,1,Sun
Pakistan,ISB-6262,Lahore,7/13/2013,8:52 PM,Yes,24848,54700,33.7462228,73.1380962,"University Road, Quaid-i-Azam University, Islamabad, Pakistan",5,Public Holiday,Govt Agency,8,2,10,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,No,Attempted Murder,20,2013,7,Sat
Pakistan,ISB-9619,Lahore,11/3/2016,5:46 PM,Yes,95585,54880,33.6880406,73.0408918,"761 Street 64, Islamabad, Pakistan",1,Public Holiday,Govt Agency,4,8,3,Fusce consequat. Nulla nisl. Nunc nisl.,Yes,Yes,Mugging,17,2016,11,Thurs
Pakistan,ISB-2949,Lahore,12/10/2015,4:56 AM,No,NA,54880,33.6701265,73.0146995,"Street 34, Islamabad, Pakistan",9,Public Holiday,Govt Agency,6,4,10,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Assualt,4,2015,12,Thurs
Pakistan,ISB-4283,Lahore,1/28/2016,7:45 AM,Yes,14897,54700,33.7166521,73.0855357,"G-6 Markaz, Islamabad, Pakistan",2,Public Holiday,Govt Agency,6,8,9,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Assualt,7,2016,1,Thurs
Pakistan,ISB-9112,Lahore,8/15/2014,8:09 PM,Yes,59235,54700,41.5339745,-73.584243,"House # 2 Street 34, Islamabad, Pakistan",10,Public Holiday,Govt Agency,10,1,5,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Yes,Yes,Attempted Murder,20,2014,8,Fri
Pakistan,ISB-4539,Lahore,7/18/2012,12:05 PM,Yes,30346,54000,33.626677,72.9239095,"G-15/1, Islamabad, Pakistan",6,Public Holiday,Govt Agency,3,2,5,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",No,No,Attempted Murder,12,2012,7,Wed
Pakistan,ISB-2329,Lahore,10/10/2015,4:38 AM,Yes,53394,54700,33.7135618,73.0502898,"Faisal Avenue, Islamabad, Pakistan",10,Public Holiday,Govt Agency,7,4,10,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,No,Hit and Run,4,2015,10,Sat
Pakistan,ISB-6860,Lahore,7/8/2015,9:43 PM,No,NA,54000,33.6961405,73.04906,"Markaz Road, Islamabad, Pakistan",2,Public Holiday,Govt Agency,8,5,7,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Yes,Yes,Assualt,21,2015,7,Wed
Pakistan,ISB-1737,Lahore,7/7/2012,3:16 PM,Yes,29096,54700,33.7179042,73.0124856,"E-9/2, Islamabad, Pakistan",2,Public Holiday,Govt Agency,8,5,10,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Assualt,15,2012,7,Sat
Pakistan,ISB-8794,Lahore,3/15/2012,5:29 PM,Yes,1820,54000,33.6716689,73.0749446,"Market Parking 2, Islamabad, Pakistan",9,Public Holiday,Govt Agency,8,9,4,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yes,No,Snatching,17,2012,3,Thurs
Pakistan,ISB-8161,Lahore,9/5/2013,2:18 AM,Yes,432,54700,33.6435848,72.9846331,"Innovation Drive, Islamabad, Pakistan",8,Public Holiday,Govt Agency,10,7,9,Fusce consequat. Nulla nisl. Nunc nisl.,No,Yes,Mugging,2,2013,9,Thurs
Pakistan,ISB-3219,Lahore,1/5/2016,7:54 PM,Yes,91766,54700,33.683565,73.0201158,"Street 50, Islamabad, Pakistan",2,Public Holiday,Govt Agency,4,1,7,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,No,Attempted Murder,19,2016,1,Tues
Pakistan,ISB-4839,Lahore,5/7/2014,12:38 PM,Yes,37040,54700,33.7132483,73.0966808,"pedestrain link, Islamabad, Pakistan",6,Public Holiday,Govt Agency,9,10,7,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Yes,Yes,Attempted Murder,12,2014,5,Wed
Pakistan,ISB-6771,Lahore,7/16/2016,2:47 AM,Yes,81222,54880,33.7082744,73.0830493,"20 Street 48, Islamabad 54000, Pakistan",3,Public Holiday,Govt Agency,1,10,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Attempted Murder,2,2016,7,Sat
Pakistan,ISB-3662,Lahore,5/23/2013,9:59 AM,Yes,76287,54880,33.649232,72.9682017,"G-13/4, Islamabad, Pakistan",7,Public Holiday,Govt Agency,2,2,4,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,Yes,Assualt,9,2013,5,Thurs
Pakistan,ISB-2023,Lahore,3/15/2013,7:01 AM,No,NA,54700,33.6374678,73.0288393,"Sabzi Mandi, Sabzi Mandi road, Islamabad, Pakistan",10,Public Holiday,Govt Agency,7,8,9,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Hit and Run,7,2013,3,Fri
Pakistan,ISB-7589,Lahore,2/4/2015,4:47 PM,No,NA,54880,33.6686896,73.0040548,"Street 132, Islamabad, Pakistan",5,Public Holiday,Govt Agency,7,10,3,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yes,Yes,Attempted Murder,16,2015,2,Wed
Pakistan,ISB-8505,Lahore,8/10/2014,6:21 PM,Yes,70871,54700,33.6952308,73.0128546,"I-10 Markaz, Islamabad, Pakistan",9,Public Holiday,Govt Agency,8,10,4,Phasellus in felis. Donec semper sapien a libero. Nam dui.,No,No,Assualt,18,2014,8,Sun
Pakistan,ISB-5271,Lahore,1/16/2012,7:37 PM,Yes,86833,54000,33.6415294,73.0424569,"G 68, Islamabad, Pakistan",9,Public Holiday,Govt Agency,9,8,7,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,Yes,Assualt,19,2012,1,Mon
Pakistan,ISB-1496,Lahore,5/31/2014,2:20 AM,Yes,28798,54700,33.7170693,73.0415809,"Street 5, Islamabad, Pakistan",9,Public Holiday,Govt Agency,3,10,8,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",No,No,Assualt,2,2014,5,Sat
Pakistan,ISB-1601,Lahore,6/20/2012,6:21 AM,Yes,4223,54000,33.7278746,73.0833224,"F-6/4, Islamabad, Pakistan",9,Public Holiday,Govt Agency,10,8,6,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Assualt,6,2012,6,Wed
Pakistan,ISB-1245,Lahore,10/26/2013,5:07 PM,No,NA,54880,33.6711138,72.9921502,"33 Street 70, Islamabad, Pakistan",3,Public Holiday,Govt Agency,6,6,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,Yes,Attempted Murder,17,2013,10,Sat
